0,-5,33143378357198E-09
1,-5,98936410460467E-09
2,-5,98936410460467E-09
3,-5,98936410460467E-09
4,-5,98936410460467E-09
5,-5,98936410460467E-09
6,-5,98936410460467E-09
7,-4,27065733513524E-09
8,-3,44346672749339E-09
9,-3,44346672749339E-09
10,-2,77475973982371E-09
11,-2,77475973982371E-09
12,-2,02092518942831E-09
13,-2,1709290205246E-09
14,-2,1709290205246E-09
15,-1,04403968213409E-09
16,-1,04403968213409E-09
17,-1,9763051092703E-09
18,-2,16844980301193E-09
19,-2,43973562584456E-09
20,-2,16844980301193E-09
21,-6,47138126516346E-10
22,-6,47138126516346E-10
23,-6,47138126516346E-10
24,-6,47138126516346E-10
25,-7,81734207981689E-09
26,-4,3688042182936E-09
27,-4,3688042182936E-09
28,-1,86686953618114E-09
29,-7,81734207981689E-09
30,-7,81734207981689E-09
31,-7,81734207981689E-09
32,-6,88910700735128E-09
33,4,28280232976855E-06
34,-6,88910700735128E-09
35,2,22654641457208E-07
36,-6,88910700735128E-09
37,-6,88910700735128E-09
38,-6,88910700735128E-09
39,-6,88910700735128E-09
40,-1,09976877781431E-08
41,-9,67956224815911E-09
42,-9,67956224815911E-09
43,-1,09976877781431E-08
44,-3,50414404313818E-08
45,-4,7926392656377E-09
46,-4,7926392656377E-09
47,-3,35985814604348E-09
48,2,87101160717022E-05
49,2,87101160717022E-05
50,2,94948668467644E-05
51,4,91031808246934E-05
52,8,20935027616933E-05
53,4,91031808246934E-05
54,2,87101160717022E-05
55,0,000119386841533472
56,0,000138912182290727
57,-3,46072907973684E-09
58,-3,46072907973684E-09
59,-3,46072907973684E-09
60,-3,46072907973684E-09
61,-3,46072907973684E-09
62,-8,45559791485577E-09
63,-8,45559791485577E-09
64,2,50133308513309E-07
65,2,66594232316248E-06
66,2,66594232316248E-06
67,2,62552089979176E-07
68,2,62552089979176E-07
69,2,62552089979176E-07
70,7,333753714096E-06
71,-5,31888201025563E-08
72,-3,10287642569309E-08
73,7,12112534312031E-06
74,7,12112534312031E-06
75,1,27907201620848E-05
76,2,64735121543754E-05
77,3,8159946705629E-05
78,0,000129557217237656
79,0,000129557217237656
80,0,000173469297063886
81,4,23337234008656E-05
82,6,10214700417404E-05
83,6,10214700417404E-05
84,2,65108830780776E-05
85,0,000106158646779094
86,0,000130245070544494
87,0,0001278149000813
88,0,0001278149000813
89,0,0001278149000813
90,0,000359136914003373
91,0,000327024466201367
92,0,000327024466201367
93,0,000327024466201367
94,0,000176338608184788
95,0,000262112493413321
96,0,000262112493413321
97,0,000298595536101563
98,0,000321908027492664
99,0,000321908027492664
100,0,000321908027492664
101,0,000252275837266238
102,0,000345924453089553
103,0,000345924453089553
104,0,000284625668848954
105,0,000219638345914797
106,0,000448513412105598
107,0,000448513412105598
108,0,000586323385810454
109,0,000591928125079113
110,0,000591928125079113
111,0,000591928125079113
112,0,000591928125079113
113,0,000591928125079113
114,0,000669055449272479
115,0,000669055449272479
116,0,000669055449272479
117,0,000669055449272479
118,0,000347529314896323
119,0,000994378002501152
120,0,000609125368865221
121,0,000609125368865221
122,0,0012388863416354
123,0,0012388863416354
124,0,0012388863416354
125,0,0012388863416354
126,0,0012388863416354
127,0,0012388863416354
128,0,00163810323930243
129,0,00117360736190327
130,0,00114815709838488
131,0,0012731989439512
132,0,000864205074753229
133,0,000665093775445065
134,0,000773575023112153
135,0,000792183114179477
136,0,000792183114179477
137,0,00079658141517167
138,0,00108242972132971
139,0,00108999629756902
140,0,000792183114179477
141,0,000826437941767526
142,0,000826437941767526
143,0,000787362229983963
144,0,000790965338499292
145,0,00108400094976424
146,0,0014893639701388
147,0,0014893639701388
148,0,00225484303913779
149,0,00225484303913779
150,0,00225484303913779
151,0,00174429375821043
152,0,00166204325416097
153,0,00230476565379283
154,0,00230476565379283
155,0,00230476565379283
156,0,00230476565379283
157,0,00230476565379283
158,0,00230476565379283
159,0,00230476565379283
160,0,00220370609426464
161,0,00220370609426464
162,0,00220370609426464
163,0,00201735285004648
164,0,0023052174996336
165,0,0023052174996336
166,0,0023052174996336
167,0,00321370290826008
168,0,00312416000988105
169,0,0023052174996336
170,0,00341004009654351
171,0,00341004009654351
172,0,0025820687044793
173,0,0025820687044793
174,0,00224576765036558
175,0,00247017937811902
176,0,00263196738754607
177,0,00319161240683329
178,0,00286981742710205
179,0,00355298275936532
180,0,00355298275936532
181,0,00504161260980977
