0,-1,15988284864496E-08
1,-1,15988284864496E-08
2,-6,83091062466224E-09
3,-8,43968339836204E-09
4,-3,19807990671684E-09
5,-9,78812623515615E-09
6,-3,29382123889622E-09
7,-3,29382123889622E-09
8,-2,76882180235737E-09
9,-2,76882180235737E-09
10,-9,61754868195862E-09
11,-1,99258447281077E-08
12,-8,65700181974354E-09
13,-3,54469572452869E-08
14,-3,54469572452869E-08
15,-3,54469572452869E-08
16,-3,54469572452869E-08
17,-3,19906363546693E-08
18,-3,19906363546693E-08
19,-3,19906363546693E-08
20,-3,19906363546693E-08
21,-6,12913141398117E-08
22,-4,97996980899621E-08
23,-1,31740512692311E-07
24,-1,31740512692311E-07
25,-1,31740512692311E-07
26,-1,44839724125536E-07
27,-1,44839724125536E-07
28,-1,28712263650597E-07
29,-1,43601832039671E-07
30,-1,43601832039671E-07
31,3,9641163654534E-05
32,1,95848624018574E-05
33,9,5472165877754E-06
34,9,5472165877754E-06
35,9,5472165877754E-06
36,9,5472165877754E-06
37,9,5472165877754E-06
38,9,5472165877754E-06
39,3,06706069168942E-05
40,-6,90280305645789E-08
41,-6,90280305645789E-08
42,-6,90280305645789E-08
43,-6,90280305645789E-08
44,-6,90280305645789E-08
45,-6,90280305645789E-08
46,-6,90280305645789E-08
47,-5,56967297863806E-08
48,-5,56967297863806E-08
49,-4,25856716285571E-08
50,-4,25856716285571E-08
51,-4,25856716285571E-08
52,-4,25856716285571E-08
53,5,07222474365067E-05
54,5,07222474365067E-05
55,-4,25856716285571E-08
56,-4,25856716285571E-08
57,-4,25856716285571E-08
58,-4,20066282976854E-08
59,-4,17190974349262E-08
60,-4,17190974349262E-08
61,2,02391975140379E-06
62,2,02391975140379E-06
63,2,02391975140379E-06
64,2,02391975140379E-06
65,-3,96159302559594E-08
66,1,57807521141668E-05
67,1,57807521141668E-05
68,8,64777528759055E-07
69,1,6838103844903E-05
70,1,93544663946388E-07
71,1,93544663946388E-07
72,6,28119581094985E-05
73,6,28119581094985E-05
74,1,70487093975788E-07
75,1,70487093975788E-07
76,1,70487093975788E-07
77,0,00016546211839197
78,1,33006577794948E-05
79,1,53730683077778E-05
80,1,40354948245498E-05
81,1,40354948245498E-05
82,1,82441896483911E-05
83,9,46867516521663E-05
84,9,46867516521663E-05
85,0,000584610486843874
86,0,000576766864172123
87,0,000576766864172123
88,0,000576766864172123
89,0,000468666286577096
90,0,00101275707594595
91,0,00101984250751282
92,0,00115757227994299
93,0,00114204132320602
94,0,00114204132320602
95,0,000569959348760826
96,0,000164540210137147
97,0,00114204132320602
98,0,000584610486843874
99,0,000584610486843874
100,0,000584610486843874
101,0,000584610486843874
102,0,000584610486843874
103,0,000584610486843874
104,0,000584610486843874
105,0,000752901487517873
106,5,95410136427746E-05
107,5,95410136427746E-05
108,0,000104810682321954
109,0,000104810682321954
110,0,000104810682321954
111,0,000104810682321954
112,7,08755381005625E-05
113,0,00061417113214351
114,0,00061417113214351
115,0,00020003246932991
116,0,00020003246932991
117,0,00020003246932991
118,0,000369924039796583
119,0,000369924039796583
120,0,000369924039796583
121,0,00048743247973208
122,0,00048743247973208
123,0,000793408834498158
124,0,000449880962815889
125,0,000401674810360014
126,0,000429326228113315
127,0,000499677010926118
128,0,000499677010926118
129,0,000649771838745537
130,0,000654193358797007
131,0,000848637599427289
132,0,000775399247560152
133,0,00163681670790229
134,0,00164335379944209
135,0,00238813975144612
136,0,00238813975144612
137,0,00168978427581403
138,0,00164335379944209
139,0,00231286193161851
140,0,00164784780909691
141,0,00164784780909691
142,0,00205735432414379
143,0,00205735432414379
144,0,00205735432414379
145,0,00205735432414379
146,0,00199631980332598
147,0,0028484818662058
148,0,00213787261045805
149,0,00165597875821505
150,0,00185947024925971
151,0,00303903088003298
152,0,00309935586996543
153,0,00303903088003298
154,0,00303903088003298
155,0,00303903088003298
156,0,00564247481748004
157,0,00359684114841725
158,0,00220576830402078
159,0,00220576830402078
160,0,00365780616727198
161,0,00495176584226883
162,0,00487936710515418
163,0,00194309299060156
164,0,00194309299060156
165,-0,267541472603422
166,-0,330575218661677
167,-0,497767489214175
168,-0,525216389945729
169,-0,581144169323774
170,-0,581144169323774
171,-0,729596182171045
172,-0,743806969075365
173,-0,811525394464303
174,-0,858949138953428
175,-0,88311629027302
176,-0,836532967970026
177,-0,924318977719425
178,-0,889858615387829
179,-0,861458259168729
180,-0,959276835258637
181,-0,906088955198518
182,-0,946326208956836
183,-0,949057554832137
184,-0,957697109022628
185,-0,936598428887725
186,-0,960132620019525
187,-0,941217919176931
188,-0,961417246047945
189,-0,938529270423895
190,-0,962000580928568
191,-0,951570409564255
192,-0,944443154292806
193,-0,943754940337028
194,-0,848523006591896
195,-0,939816139009262
196,-0,89962069103318
197,-0,944025350188019
198,-0,939890368456639
199,-0,964124910086223
200,-0,861043219800984
201,-0,944374261733647
202,-0,96352444975746
203,-0,951861162921293
204,-0,95433547512361
205,-0,926970219750081
206,-0,926970219750081
207,-0,953221810877865
208,-0,92155426084203
209,-0,95603932484952
210,-0,951834005368123
211,-0,952715568706194
212,-0,947758772558253
213,-0,954692302536882
214,-0,945924050558606
215,-0,953070570222637
216,-0,947259121914412
217,-0,964880538287886
218,-0,918555267314639
219,-0,700267198078122
220,-0,944655599857727
221,-0,943060276468991
222,-0,950110078879473
223,-0,949480130918793
224,-0,95505531433583
225,-0,935939981582313
226,-0,980966070305795
227,-0,857617440023942
228,-0,946618519788227
229,-0,918169186374363
230,-0,948461130854396
231,-0,948412770007139
232,-0,933681169708954
233,-0,947002938143545
234,-0,945302924626624
235,-0,953645399737861
236,-0,944289529586445
237,-0,952219840516039
238,-0,945221693040145
239,-0,917184651576317
240,-0,944444129736589
241,-0,947838727515243
242,-0,953802057414651
243,-0,95945279188749
244,-0,952302598379231
245,-0,964873792424881
246,-0,942112034965205
247,-0,949182524227293
248,-0,945430060999841
249,-0,945555900823628
250,-0,941947113726284
251,-0,967897723669846
252,-0,955972001275172
253,-0,945636614439028
254,-0,931978744105198
255,-0,961751316674722
256,-0,944844154194872
257,-0,944202887236125
258,-0,942568958452404
259,-0,967475917788268
260,-0,973492765037678
261,-0,952445426204036
262,-0,945229573525213
